movie_id,title,genres,release_year,imdb_id,tmdb_id,wikidata_id,wikidata_label,wikidata_description,release_date,countries,languages,directors,screenwriters,cast_members,series,wikidata_genres
5653,Django (1966),Western,1966,tt0060315,10772,,,,,,,,,,,
5654,Django 2: Django Strikes Again (1987),Western,1987,tt0093113,77079,,,,,,,,,,,
5655,"Fan, The (1981)",Drama|Thriller,1981,tt0082362,74899,,,,,,,,,,,
5657,Flashback (1990),Action|Adventure|Comedy|Crime|Drama,1990,tt0099581,12719,,,,,,,,,,,
5659,"Rocking Horse Winner, The (1950)",Drama|Horror,1950,tt0042898,43438,,,,,,,,,,,
5660,Seance on a Wet Afternoon (1964),Crime|Drama|Thriller,1964,tt0058557,3092,,,,,,,,,,,
5662,"Wrong Guy, The (1997)",Comedy|Romance|Thriller,1997,tt0120536,15313,,,,,,,,,,,
5663,Below (2002),Horror,2002,tt0276816,12590,,,,,,,,,,,
5664,Brown Sugar (2002),Romance,2002,tt0297037,37964,,,,,,,,,,,
5665,Knockaround Guys (2002),Action|Comedy|Crime,2002,tt0211465,7501,,,,,,,,,,,
5666,"Rules of Attraction, The (2002)",Comedy|Drama|Romance|Thriller,2002,tt0292644,1809,,,,,,,,,,,
5667,Tuck Everlasting (2002),Drama|Fantasy,2002,tt0283084,13768,,,,,,,,,,,
5668,White Oleander (2002),Drama,2002,tt0283139,10994,,,,,,,,,,,
5669,Bowling for Columbine (2002),Documentary,2002,tt0310793,1430,,,,,,,,,,,
5670,Comedian (2002),Comedy|Documentary,2002,tt0328962,19973,,,,,,,,,,,
5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Adventure|Animation|Children|Fantasy,2002,tt0313487,12600,,,,,,,,,,,
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,2002,tt0272338,8051,,,,,,,,,,,
5675,Swept Away (2002),Comedy|Romance,2002,tt0291502,12779,,,,,,,,,,,
5678,Formula 51 (2001),Action|Comedy|Crime|Thriller,2001,tt0227984,1613,,,,,,,,,,,
5679,"Ring, The (2002)",Horror|Mystery|Thriller,2002,tt0298130,565,,,,,,,,,,,
5680,Auto Focus (2002),Crime|Drama,2002,tt0298744,14112,,,,,,,,,,,
5682,"Grey Zone, The (2001)",Drama,2001,tt0252480,15192,,,,,,,,,,,
5684,Naqoyqatsi (2002),Documentary,2002,tt0145937,21925,,,,,,,,,,,
5685,Real Women Have Curves (2002),Comedy|Drama,2002,tt0296166,30309,,,,,,,,,,,
5686,Russian Ark (Russkiy Kovcheg) (2002),Drama|Fantasy|War,2002,tt0318034,16646,,,,,,,,,,,
5689,Billy Bathgate (1991),Crime|Drama,1991,tt0101453,12647,,,,,,,,,,,
5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,1988,tt0095327,12477,,,,,,,,,,,
5691,Jason Goes to Hell: The Final Friday (1993),Action|Horror,1993,tt0107254,10285,,,,,,,,,,,
5692,"Mechanic, The (1972)",Action|Thriller,1972,tt0068931,19403,,,,,,,,,,,
5693,Saturday Night Fever (1977),Comedy|Drama|Romance,1977,tt0076666,11009,,,,,,,,,,,
5694,Staying Alive (1983),Comedy|Drama|Musical,1983,tt0086361,10805,,,,,,,,,,,
5696,Urban Cowboy (1980),Drama,1980,tt0081696,17496,,,,,,,,,,,
5697,Terror Train (1980),Horror,1980,tt0081617,40969,,,,,,,,,,,
5699,Tom Horn (1980),Western,1980,tt0080031,5917,,,,,,,,,,,
5700,The Pumaman (1980),Action|Adventure|Fantasy|Sci-Fi,1980,tt0081693,31278,,,,,,,,,,,
5702,"When Time Ran Out... (Day the World Ended, The) (1980)",Action|Adventure,1980,tt0081747,47942,,,,,,,,,,,
5705,Xanadu (1980),Fantasy|Musical|Romance,1980,tt0081777,15668,,,,,,,,,,,
5707,Absence of Malice (1981),Drama|Romance,1981,tt0081974,19429,,,,,,,,,,,
5712,Blow Out (1981),Mystery|Thriller,1981,tt0082085,11644,,,,,,,,,,,
5714,Buddy Buddy (1981),Comedy,1981,tt0082111,36133,,,,,,,,,,,
5722,"Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)",Comedy,1981,tt0082183,19123,,,,,,,,,,,
5723,Continental Divide (1981),Comedy|Romance,1981,tt0082200,26560,,,,,,,,,,,
5726,Dead & Buried (1981),Horror,1981,tt0082242,24274,,,,,,,,,,,
5730,Enter the Ninja (a.k.a. Ninja I) (1981),Action|Drama,1981,tt0082332,17205,,,,,,,,,,,
5732,Eye of the Needle (1981),Thriller,1981,tt0082351,10863,,,,,,,,,,,
5733,"Eyewitness (Janitor, The) (1981)",Thriller,1981,tt0082353,31679,,,,,,,,,,,
5735,Faces of Death (1978),Documentary|Horror,1978,tt0077533,12237,,,,,,,,,,,
5737,Faces of Death 4 (1990),Documentary|Horror,1990,tt0121262,15902,,,,,,,,,,,
5738,Faces of Death 5 (1996),Documentary|Horror,1996,tt0223249,,,,,,,,,,,,
5739,Faces of Death 6 (1996),Documentary|Horror,1996,tt0223250,15904,,,,,,,,,,,
5740,Faces of Death: Fact or Fiction? (1999),Documentary|Horror,1999,tt0223251,97251,,,,,,,,,,,
5741,"Woman Next Door, The (Femme d'à côté, La) (1981)",Drama|Romance,1981,tt0082370,12579,,,,,,,,,,,
5744,Four Friends (a.k.a. Georgia's Friends) (1981),Drama,1981,tt0082404,70971,,,,,,,,,,,
5746,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi,1981,tt0082431,28893,,,,,,,,,,,
5747,Gallipoli (1981),Drama|War,1981,tt0082432,11646,,,,,,,,,,,
5749,Ghost Story (1981),Drama|Horror,1981,tt0082449,24634,,,,,,,,,,,
5752,Gregory's Girl (1981),Comedy|Romance,1981,tt0082477,21764,,,,,,,,,,,
5753,Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?) (1981),Comedy,1981,tt0082490,22435,,,,,,,,,,,
5761,"Legend of the Lone Ranger, The (1981)",Western,1981,tt0082648,38665,,,,,,,,,,,
5766,Madman (1981),Horror,1981,tt0082696,47957,,,,,,,,,,,
5768,Modern Problems (1981),Comedy|Fantasy,1981,tt0082763,16471,,,,,,,,,,,
5769,Modern Romance (1981),Comedy|Romance,1981,tt0082764,63443,,,,,,,,,,,
5770,Ms. 45 (a.k.a. Angel of Vengeance) (1981),Crime|Drama,1981,tt0082776,22171,,,,,,,,,,,
5773,Neighbors (1981),Comedy,1981,tt0082801,19507,,,,,,,,,,,
5775,"Night the Lights Went Out in Georgia, The (1981)",Drama,1981,tt0082816,75596,,,,,,,,,,,
5777,Pennies from Heaven (1981),Musical|Romance,1981,tt0082894,17450,,,,,,,,,,,
5782,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller,1981,tt0082949,1672,,,,,,,,,,,
5783,Derrida (2002),Documentary,2002,tt0303326,35935,,,,,,,,,,,
5784,Ghost Ship (2002),Horror,2002,tt0288477,9645,,,,,,,,,,,
5785,Jackass: The Movie (2002),Action|Comedy|Documentary,2002,tt0322802,9012,,,,,,,,,,,
5787,"Truth About Charlie, The (2002)",Mystery|Thriller,2002,tt0270707,13440,,,,,,,,,,,
5788,All or Nothing (2002),Drama,2002,tt0286261,12454,,,,,,,,,,,
5791,Frida (2002),Drama|Romance,2002,tt0120679,1360,,,,,,,,,,,
5792,Roger Dodger (2002),Comedy|Drama,2002,tt0299117,13441,,,,,,,,,,,
5794,Good Work (Beau travail) (1999),Drama,1999,tt0209933,14626,,,,,,,,,,,
5796,Casino Royale (1967),Action|Adventure|Comedy,1967,tt0061452,12208,,,,,,,,,,,
5797,"Company of Wolves, The (1984)",Fantasy|Horror,1984,tt0087075,11905,,,,,,,,,,,
5799,Exodus (1960),Drama|Romance|War,1960,tt0053804,1941,,,,,,,,,,,
5800,How to Murder Your Wife (1965),Comedy,1965,tt0058212,26685,,,,,,,,,,,
5801,"Russians Are Coming, the Russians Are Coming, The (1966)",Comedy|War,1966,tt0060921,31918,,,,,,,,,,,
5802,"World of Henry Orient, The (1964)",Comedy,1964,tt0058756,19662,,,,,,,,,,,
5803,I Spy (2002),Action|Adventure|Comedy|Crime,2002,tt0297181,8427,,,,,,,,,,,
5804,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,2002,tt0304669,9021,,,,,,,,,,,
5806,Blackboards (Takhté Siah) (2000),Drama,2000,tt0246266,28988,,,,,,,,,,,
5808,"Weight of Water, The (2000)",Thriller,2000,tt0210382,13526,,,,,,,,,,,
5809,Femme Fatale (2002),Crime|Thriller,2002,tt0280665,9280,,,,,,,,,,,
5810,8 Mile (2002),Drama,2002,tt0298203,65,,,,,,,,,,,
5812,Far from Heaven (2002),Drama|Romance,2002,tt0297884,10712,,,,,,,,,,,
5815,Half Past Dead (2002),Action|Crime|Thriller,2002,tt0297162,10167,,,,,,,,,,,
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,2002,tt0295297,672,,,,,,,,,,,
5817,Ararat (2002),Drama|War,2002,tt0273435,16351,,,,,,,,,,,
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",Drama|Romance,2002,tt0313196,542,,,,,,,,,,,
5819,Interview with the Assassin (2002),Drama,2002,tt0308411,36584,,,,,,,,,,,
5820,Standing in the Shadows of Motown (2002),Documentary|Musical,2002,tt0314725,30192,,,,,,,,,,,
5823,Eyes of an Angel (1991),Drama,1991,tt0101844,50677,,,,,,,,,,,
5824,Liberty Stands Still (2002),Action|Drama|Thriller,2002,tt0280870,2165,,,,,,,,,,,
5825,"Life and Death of Colonel Blimp, The (1943)",Drama|Romance|War,1943,tt0036112,25037,,,,,,,,,,,
5826,Rio Grande (1950),Romance|Western,1950,tt0042895,11617,,,,,,,,,,,
5827,"Young Americans, The (1993)",Crime|Drama,1993,tt0108633,24909,,,,,,,,,,,
5829,Men with Brooms (2002),Comedy|Drama|Romance,2002,tt0263734,34341,,,,,,,,,,,
5830,Mysterious Island (1961),Adventure|Sci-Fi,1961,tt0055207,18993,,,,,,,,,,,
5832,Left Behind II: Tribulation Force (2002),Drama,2002,tt0283644,29229,,,,,,,,,,,
5833,Dog Soldiers (2002),Action|Horror,2002,tt0280609,11880,,,,,,,,,,,
5836,Houseboat (1958),Comedy|Romance,1958,tt0051745,1377,,,,,,,,,,,
5839,My Father's Glory (La gloire de mon père) (1990),Adventure|Drama,1990,tt0099669,12716,,,,,,,,,,,
5840,"My Mother's Castle (Château de ma mère, Le) (1990)",Comedy|Drama,1990,tt0099266,12717,,,,,,,,,,,
5841,Return to the Blue Lagoon (1991),Adventure|Romance,1991,tt0102782,13888,,,,,,,,,,,
5843,Toy Soldiers (1991),Action|Drama,1991,tt0103112,10750,,,,,,,,,,,
5844,"Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation) (1981)",Horror,1981,tt0082951,44247,,,,,,,,,,,
5851,Rollover (1981),Drama,1981,tt0083006,47888,,,,,,,,,,,
5852,Saturday the 14th (1981),Comedy|Horror,1981,tt0083033,20472,,,,,,,,,,,
5853,Scanners (1981),Horror|Sci-Fi|Thriller,1981,tt0081455,9538,,,,,,,,,,,
5856,"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)",Comedy|Drama|Romance,1981,tt0083089,49934,,,,,,,,,,,
5859,Southern Comfort (1981),Drama|Thriller|War,1981,tt0083111,12528,,,,,,,,,,,
5864,"Tarzan, the Ape Man (1981)",Adventure,1981,tt0083170,26325,,,,,,,,,,,
5867,Thief (1981),Crime|Drama|Thriller,1981,tt0083190,11524,,,,,,,,,,,
5869,True Confessions (1981),Crime|Drama,1981,tt0083232,32077,,,,,,,,,,,
5872,Die Another Day (2002),Action|Adventure|Thriller,2002,tt0246460,36669,,,,,,,,,,,
5873,The Emperor's Club (2002),Drama,2002,tt0283530,17187,,,,,,,,,,,
5874,Friday After Next (2002),Comedy,2002,tt0293815,10426,,,,,,,,,,,
5875,Personal Velocity (2002),Drama,2002,tt0295238,32625,,,,,,,,,,,
5876,"Quiet American, The (2002)",Drama|Thriller|War,2002,tt0258068,8198,,,,,,,,,,,
5878,Talk to Her (Hable con Ella) (2002),Drama|Romance,2002,tt0287467,64,,,,,,,,,,,
5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Animation|Comedy|Musical,2002,tt0271263,13376,,,,,,,,,,,
5880,Extreme Ops (2002),Action|Adventure|Crime|Thriller,2002,tt0283160,15074,,,,,,,,,,,
5881,Solaris (2002),Drama|Romance|Sci-Fi,2002,tt0307479,2103,,,,,,,,,,,
5882,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX,2002,tt0133240,9016,,,,,,,,,,,
5883,They (2002),Horror|Thriller,2002,tt0283632,16028,,,,,,,,,,,
5888,Brother (Brat) (1997),Crime|Drama,1997,tt0118767,20992,,,,,,,,,,,
5890,Elling (2001),Comedy|Drama,2001,tt0279064,6007,,,,,,,,,,,
5891,I Spit on Your Grave (Day of the Woman) (1978),Horror|Thriller,1978,tt0077713,25239,,,,,,,,,,,
5892,"Island at the Top of the World, The (1974)",Action|Adventure|Children,1974,tt0071671,42453,,,,,,,,,,,
5893,"Last Seduction, The (1994)",Crime|Drama|Thriller,1994,tt0110308,25284,,,,,,,,,,,
5894,"Last Seduction II, The (1999)",Crime|Drama|Thriller,1999,tt0177898,125337,,,,,,,,,,,
5896,New Waterford Girl (1999),Comedy,1999,tt0213121,35612,,,,,,,,,,,
5898,"Sword and the Sorcerer, The (1982)",Action|Adventure|Fantasy,1982,tt0084749,13945,,,,,,,,,,,
5899,Zulu (1964),Action|Drama|War,1964,tt0058777,14433,,,,,,,,,,,
5900,Analyze That (2002),Comedy|Crime,2002,tt0289848,9932,,,,,,,,,,,
5901,Empire (2002),Crime|Drama,2002,tt0262396,13369,,,,,,,,,,,
5902,Adaptation (2002),Comedy|Drama|Romance,2002,tt0268126,2757,,,,,,,,,,,
5903,Equilibrium (2002),Action|Sci-Fi|Thriller,2002,tt0238380,7299,,,,,,,,,,,
5907,Medea (1970),Drama,1970,tt0066065,26356,,,,,,,,,,,
5909,Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror,2001,tt0290329,4241,,,,,,,,,,,
5910,"Bolero (Uns et les autres, Les) (1981)",Drama|War,1981,tt0083260,37335,,,,,,,,,,,
5914,"Vernon, Florida (1981)",Documentary,1981,tt0083281,30142,,,,,,,,,,,
5915,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,1981,tt0083284,17360,,,,,,,,,,,
5916,Whose Life Is It Anyway? (1981),Drama,1981,tt0083326,31695,,,,,,,,,,,
5919,Android (1982),Sci-Fi,1982,tt0083557,38849,,,,,,,,,,,
5923,Author! Author! (1982),Comedy|Drama,1982,tt0083598,41760,,,,,,,,,,,
5925,"Beast Within, The (1982)",Horror,1982,tt0083629,40219,,,,,,,,,,,
5927,"Best Little Whorehouse in Texas, The (1982)",Comedy|Drama|Musical|Romance,1982,tt0083642,16363,,,,,,,,,,,
5929,"Party 2, The (Boum 2, La) (1982)",Comedy|Romance,1982,tt0083686,171,,,,,,,,,,,
5930,Brimstone and Treacle (1982),Drama|Thriller,1982,tt0083693,73116,,,,,,,,,,,
5932,Burden of Dreams (1982),Documentary,1982,tt0083702,42124,,,,,,,,,,,
5933,Cannery Row (1982),Drama,1982,tt0083717,25297,,,,,,,,,,,
5935,Class of 1984 (1982),Action|Drama|Thriller,1982,tt0083739,11564,,,,,,,,,,,
5937,Danton (1983),Drama,1983,tt0083789,4202,,,,,,,,,,,
5938,Deathtrap (1982),Comedy|Crime|Mystery|Thriller,1982,tt0083806,17590,,,,,,,,,,,
5940,Eating Raoul (1982),Comedy,1982,tt0083869,28940,,,,,,,,,,,
5941,Drumline (2002),Comedy|Drama|Musical|Romance,2002,tt0303933,13497,,,,,,,,,,,
5942,"Hot Chick, The (2002)",Comedy,2002,tt0302640,11852,,,,,,,,,,,
5943,Maid in Manhattan (2002),Comedy|Romance,2002,tt0252076,7303,,,,,,,,,,,
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,2002,tt0253754,201,,,,,,,,,,,
5945,About Schmidt (2002),Comedy|Drama,2002,tt0257360,2755,,,,,,,,,,,
5949,Intact (Intacto) (2001),Thriller,2001,tt0220580,10856,,,,,,,,,,,
5951,Morvern Callar (2002),Drama,2002,tt0300214,18602,,,,,,,,,,,
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,2002,tt0167261,121,,,,,,,,,,,
5954,25th Hour (2002),Crime|Drama,2002,tt0307901,1429,,,,,,,,,,,
5955,Antwone Fisher (2002),Drama,2002,tt0168786,13435,,,,,,,,,,,
5956,Gangs of New York (2002),Crime|Drama,2002,tt0217505,3131,,,,,,,,,,,
5957,Two Weeks Notice (2002),Comedy|Romance,2002,tt0313737,2642,,,,,,,,,,,
5958,"Wild Thornberrys Movie, The (2002)",Animation|Children|Comedy,2002,tt0282120,14317,,,,,,,,,,,
5959,Narc (2002),Crime|Drama|Thriller,2002,tt0272207,11022,,,,,,,,,,,
5960,Bad Influence (1990),Drama|Thriller,1990,tt0099091,24249,,,,,,,,,,,
5961,Blue Steel (1990),Action|Thriller,1990,tt0099160,9491,,,,,,,,,,,
5962,Body of Evidence (1993),Drama|Thriller,1993,tt0106453,2149,,,,,,,,,,,
5963,"Children's Hour, The (1961)",Drama,1961,tt0054743,20139,,,,,,,,,,,
5965,"Duellists, The (1977)",Action|War,1977,tt0075968,19067,,,,,,,,,,,
5967,Legend of the Lost (1957),Adventure,1957,tt0050629,25848,,,,,,,,,,,
5968,Miami Blues (1990),Comedy|Crime|Drama,1990,tt0100143,14931,,,,,,,,,,,
5969,My Girl 2 (1994),Comedy|Drama|Romance,1994,tt0110613,11317,,,,,,,,,,,
5970,My Girl (1991),Comedy|Drama|Romance,1991,tt0102492,4032,,,,,,,,,,,
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,1988,tt0096283,8392,,,,,,,,,,,
5974,"Thief of Bagdad, The (1940)",Adventure|Fantasy,1940,tt0033152,12232,,,,,,,,,,,
5975,War and Peace (1956),Drama|Romance|War,1956,tt0049934,11706,,,,,,,,,,,
5976,Where Sleeping Dogs Lie (1992),Crime,1992,tt0105809,61265,,,,,,,,,,,
5979,Attack of the Crab Monsters (1957),Horror|Sci-Fi,1957,tt0050147,26946,,,,,,,,,,,
5980,Black Christmas (1974),Horror|Mystery|Thriller,1974,tt0071222,16938,,,,,,,,,,,
5981,"Day of the Triffids, The (1962)",Horror|Sci-Fi,1962,tt0055894,21143,,,,,,,,,,,
5983,Invaders from Mars (1953),Sci-Fi,1953,tt0045917,20424,,,,,,,,,,,
5984,"Story of O, The (Histoire d'O) (1975)",Drama|Romance,1975,tt0073115,4561,,,,,,,,,,,
5985,Asoka (Ashoka the Great) (2001),Action|Drama|Romance,2001,tt0249371,4435,,,,,,,,,,,
5987,"Love, Honour and Obey (2000)",Comedy|Crime|Drama,2000,tt0199727,18002,,,,,,,,,,,
5989,Catch Me If You Can (2002),Crime|Drama,2002,tt0264464,640,,,,,,,,,,,
5991,Chicago (2002),Comedy|Crime|Drama|Musical,2002,tt0299658,1574,,,,,,,,,,,
5992,"Hours, The (2002)",Drama|Romance,2002,tt0274558,590,,,,,,,,,,,
5993,Max (2002),Drama,2002,tt0290210,13560,,,,,,,,,,,
5994,Nicholas Nickleby (2002),Drama|Romance,2002,tt0309912,29339,,,,,,,,,,,
5995,"Pianist, The (2002)",Drama|War,2002,tt0253474,423,,,,,,,,,,,
5996,Sonny (2002),Crime|Drama,2002,tt0305973,28028,,,,,,,,,,,
5998,Doppelganger (1993),Horror|Thriller,1993,tt0106753,18773,,,,,,,,,,,
6001,"King of Comedy, The (1983)",Comedy|Drama,1983,tt0085794,262,,,,,,,,,,,
6002,Love Liza (2002),Drama,2002,tt0282698,15395,,,,,,,,,,,
6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,2002,tt0290538,4912,,,,,,,,,,,
6005,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary,2003,tt0330069,23626,,,,,,,,,,,
6006,Just Married (2003),Comedy|Romance,2003,tt0305711,12090,,,,,,,,,,,
6009,"City of Lost Souls, The (Hyôryuu-gai) (2000)",Crime|Drama|Thriller,2000,tt0246498,36273,,,,,,,,,,,
6012,"Guy Thing, A (2003)",Comedy|Romance,2003,tt0295289,9582,,,,,,,,,,,
6013,Kangaroo Jack (2003),Action|Comedy,2003,tt0257568,10628,,,,,,,,,,,
6014,National Security (2003),Action|Comedy,2003,tt0271668,11078,,,,,,,,,,,
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,2002,tt0317248,598,,,,,,,,,,,
6017,Divine Intervention (Yadon ilaheyya) (2002),Comedy|Drama|Romance|War,2002,tt0274428,27744,,,,,,,,,,,
6021,"American Friend, The (Amerikanische Freund, Der) (1977)",Crime|Drama|Mystery|Thriller,1977,tt0075675,11222,,,,,,,,,,,
6022,American Me (1992),Drama,1992,tt0103671,13199,,,,,,,,,,,
6023,Band of Outsiders (Bande à part) (1964),Comedy|Crime|Drama|Romance,1964,tt0057869,8073,,,,,,,,,,,
6024,Breaking Up (1997),Comedy|Romance,1997,tt0118772,26393,,,,,,,,,,,
6025,CB4 - The Movie (1993),Comedy,1993,tt0106500,15278,,,,,,,,,,,
6027,Dogfight (1991),Drama|Romance,1991,tt0101748,14667,,,,,,,,,,,
6029,Fun in Acapulco (1963),Comedy|Musical,1963,tt0057083,18692,,,,,,,,,,,
6030,Girls! Girls! Girls! (1962),Comedy|Musical,1962,tt0056023,15734,,,,,,,,,,,
6031,Imitation of Life (1959),Drama|Romance,1959,tt0052918,34148,,,,,,,,,,,
6032,"Little Romance, A (1979)",Comedy|Romance,1979,tt0079477,20813,,,,,,,,,,,
6037,Summer Lovers (1982),Comedy|Drama|Romance,1982,tt0084737,19415,,,,,,,,,,,
6039,"Woman in Red, The (1984)",Comedy|Romance,1984,tt0088414,5968,,,,,,,,,,,
6040,Darkness Falls (2003),Horror|Thriller,2003,tt0282209,10727,,,,,,,,,,,
6041,Amen. (2002),Drama,2002,tt0280653,9045,,,,,,,,,,,
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary,2002,tt0311320,9082,,,,,,,,,,,
6044,Blind Date (1984),Horror|Thriller,1984,tt0086978,80965,,,,,,,,,,,
6045,Bullet (1996),Action|Crime|Drama,1996,tt0115781,14469,,,,,,,,,,,
6046,Claudine (1974),Drama,1974,tt0071334,55909,,,,,,,,,,,
6049,Ethan Frome (1993),Drama,1993,tt0106833,61807,,,,,,,,,,,
6056,Chaos (2001),Comedy|Crime|Drama,2001,tt0265116,44164,,,,,,,,,,,
6057,Biker Boyz (2003),Action|Crime|Drama,2003,tt0326769,12253,,,,,,,,,,,
6058,Final Destination 2 (2003),Horror|Thriller,2003,tt0309593,9358,,,,,,,,,,,
6059,"Recruit, The (2003)",Action|Thriller,2003,tt0292506,1647,,,,,,,,,,,
6060,"Guru, The (2002)",Comedy|Romance,2002,tt0280720,9027,,,,,,,,,,,
6062,Lost in La Mancha (2002),Documentary,2002,tt0308514,21189,,,,,,,,,,,
6063,May (2002),Drama|Horror,2002,tt0303361,10894,,,,,,,,,,,
6064,"Harder They Fall, The (1956)",Drama|Film-Noir,1956,tt0049291,28528,,,,,,,,,,,
6065,I'm All Right Jack (1959),Comedy,1959,tt0052911,34783,,,,,,,,,,,
6067,Ordinary Decent Criminal (2000),Comedy|Crime,2000,tt0160611,12490,,,,,,,,,,,
6068,Pursued (1947),Thriller|Western,1947,tt0039737,26761,,,,,,,,,,,
6073,Victim (1961),Crime|Drama,1961,tt0055597,43028,,,,,,,,,,,
6074,Endangered Species (1982),Mystery|Sci-Fi|Thriller,1982,tt0083885,65300,,,,,,,,,,,
6077,Evil Under the Sun (1982),Crime|Drama|Mystery,1982,tt0083908,4193,,,,,,,,,,,
6078,Firefox (1982),Action|Sci-Fi|Thriller,1982,tt0083943,10724,,,,,,,,,,,
6082,"Grey Fox, The (1982)",Romance|Western,1982,tt0085622,42136,,,,,,,,,,,
6083,Hammett (1982),Crime|Mystery,1982,tt0085640,28307,,,,,,,,,,,
6091,Labyrinth of Passion (Laberinto de Pasiones) (1982),Comedy,1982,tt0084228,8219,,,,,,,,,,,
6092,"Last American Virgin, The (1982)",Comedy|Drama,1982,tt0084234,27088,,,,,,,,,,,
6093,"Last Unicorn, The (1982)",Animation|Children|Fantasy,1982,tt0084237,10150,,,,,,,,,,,
6094,Liquid Sky (1982),Comedy|Sci-Fi,1982,tt0085852,20980,,,,,,,,,,,
6095,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action,1982,tt0084266,16407,,,,,,,,,,,
6100,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance,1982,tt0084329,8288,,,,,,,,,,,
6101,Missing (1982),Drama|Mystery|Thriller,1982,tt0084335,15600,,,,,,,,,,,
6102,"Missionary, The (1982)",Comedy,1982,tt0083449,52083,,,,,,,,,,,
6104,Monty Python Live at the Hollywood Bowl (1982),Comedy,1982,tt0084352,11949,,,,,,,,,,,
6105,Moonlighting (1982),Drama,1982,tt0084354,42134,,,,,,,,,,,
6107,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama|War,1982,tt0084422,42130,,,,,,,,,,,
6111,Paradise (1982),Adventure|Romance,1982,tt0084469,23942,,,,,,,,,,,
6114,Permanent Vacation (1982),Drama,1982,tt0084488,37997,,,,,,,,,,,
6115,Personal Best (1982),Drama,1982,tt0084489,27609,,,,,,,,,,,
6118,Blind Chance (Przypadek) (1981),Drama,1981,tt0084549,127,,,,,,,,,,,
6119,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),Comedy,1982,tt0084555,14645,,,,,,,,,,,
6120,Q: The Winged Serpent (1982),Drama|Fantasy|Horror|Sci-Fi|Thriller,1982,tt0084556,27726,,,,,,,,,,,
6122,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary,1982,tt0084597,21923,,,,,,,,,,,
6123,Sunless (Sans Soleil) (1983),Documentary,1983,tt0084628,1563,,,,,,,,,,,
6124,Savannah Smiles (1982),Comedy,1982,tt0084633,17132,,,,,,,,,,,
6126,"Veronika Voss (Sehnsucht der Veronika Voss, Die) (1982)",Drama,1982,tt0084654,2262,,,,,,,,,,,
6127,Shoot the Moon (1982),Drama,1982,tt0084675,52772,,,,,,,,,,,
6130,"Soldier, The (1982)",Action,1982,tt0084704,76395,,,,,,,,,,,
6132,"New York Ripper, The (Squartatore di New York, Lo) (1982)",Crime|Horror|Mystery|Thriller,1982,tt0084719,30874,,,,,,,,,,,
6133,"State of Things, The (Stand der Dinge, Der) (1982)",Drama,1982,tt0084725,30363,,,,,,,,,,,
6134,Starstruck (1982),Comedy|Musical,1982,tt0084728,49409,,,,,,,,,,,
6139,Tempest (1982),Comedy|Drama,1982,tt0084776,48249,,,,,,,,,,,
6140,Tenebre (1982),Horror|Mystery|Thriller,1982,tt0084777,29702,,,,,,,,,,,
6141,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),Comedy,1982,tt0084786,24830,,,,,,,,,,,
6143,Trail of the Pink Panther (1982),Comedy|Crime,1982,tt0084814,9699,,,,,,,,,,,
6144,"Traviata, La (1982)",Drama|Musical,1982,tt0084821,48561,,,,,,,,,,,
6148,White Dog (1982),Drama|Horror|Thriller,1982,tt0084899,47955,,,,,,,,,,,
6153,Zapped! (1982),Comedy|Sci-Fi,1982,tt0084945,23943,,,,,,,,,,,
6154,Deliver Us from Eva (2003),Comedy|Romance,2003,tt0301181,26454,,,,,,,,,,,
